time	abs-time	actinic-lights.light-1-CW5700K	actinic-lights.light-2-CW5700K	actinic-lights.light-3-CW5700K	actinic-lights.light-4-CW5700K	actinic-lights.light-5-CW5700K	actinic-lights.light-6-CW5700K	actinic-lights.light-7-CW5700K	actinic-lights.light-8-CW5700K	od-1-sensors.od-680	od-2-sensors.od-680	od-3-sensors.od-680	od-4-sensors.od-680	od-5-sensors.od-680	od-6-sensors.od-680	od-7-sensors.od-680	od-8-sensors.od-680	pumps-20057.pump-1-consumption	pumps-20057.pump-2-consumption	pumps-20057.pump-3-consumption	pumps-20057.pump-4-consumption	pumps-20057.pump-5-consumption	pumps-20057.pump-6-consumption	pumps-20057.pump-7-consumption	pumps-20057.pump-8-consumption
2.833333	20.06.2023 18:52:18									0.19538	0.19014	0.24336	0.17081	0.15865	0.16735	0.16772	0.15435								
2.847222	20.06.2023 18:53:08																								
2.85	20.06.2023 18:53:18									0.19858	0.19308	0.24513	0.17232	0.15865	0.16756	0.16665	0.15579								
2.863889	20.06.2023 18:54:08																								
2.866667	20.06.2023 18:54:18									0.19607	0.19105	0.24261	0.17232	0.16138	0.16799	0.16665	0.15724								
2.880556	20.06.2023 18:55:08																								
2.883333	20.06.2023 18:55:18									0.19516	0.19218	0.2421	0.17232	0.16075	0.16692	0.16837	0.15662								
2.897222	20.06.2023 18:56:08																								
2.9	20.06.2023 18:56:18									0.19584	0.19082	0.2421	0.17297	0.16012	0.16692	0.16751	0.15496								
2.913889	20.06.2023 18:57:08																								
2.916667	20.06.2023 18:57:18									0.19607	0.1924	0.24437	0.17319	0.15907	0.16735	0.16772	0.15682								
2.930556	20.06.2023 18:58:08																								
2.933333	20.06.2023 18:58:18									0.19675	0.19082	0.24361	0.17276	0.16328	0.16905	0.16858	0.15558								
2.947222	20.06.2023 18:59:08																								
2.95	20.06.2023 18:59:18									0.19561	0.19172	0.24387	0.17341	0.16096	0.16713	0.16537	0.1562								
2.963889	20.06.2023 19:00:08																								
2.966667	20.06.2023 19:00:18									0.19698	0.18834	0.24463	0.17232	0.16455	0.16756	0.1688	0.15414								
2.980556	20.06.2023 19:01:08																								
2.983333	20.06.2023 19:01:18									0.1947	0.18812	0.24539	0.17276	0.16096	0.16692	0.16858	0.15455								
2.997222	20.06.2023 19:02:08																								
3	20.06.2023 19:02:18									0.19425	0.18789	0.24513	0.17276	0.16223	0.1665	0.16558	0.15373								
3.013889	20.06.2023 19:03:08																								
3.016667	20.06.2023 19:03:18									0.19493	0.18767	0.2464	0.17081	0.16075	0.1665	0.16687	0.15455								
3.030556	20.06.2023 19:04:08																								
3.033333	20.06.2023 19:04:18									0.19516	0.18722	0.24513	0.17146	0.16033	0.16756	0.16687	0.15538								
3.047222	20.06.2023 19:05:08																								
3.05	20.06.2023 19:05:18									0.19629	0.187	0.24437	0.17319	0.15886	0.16713	0.16772	0.1562								
3.063889	20.06.2023 19:06:08																								
3.066667	20.06.2023 19:06:18									0.19538	0.18789	0.24387	0.17362	0.16159	0.16756	0.16815	0.15455								
3.080556	20.06.2023 19:07:08																								
3.083333	20.06.2023 19:07:18									0.19789	0.18879	0.24513	0.17428	0.16117	0.1665	0.16858	0.15517								
3.097222	20.06.2023 19:08:08																								
3.1	20.06.2023 19:08:18									0.19493	0.18655	0.24589	0.17341	0.16307	0.16692	0.16987	0.15476								
3.113889	20.06.2023 19:09:08																								
3.116667	20.06.2023 19:09:18									0.19767	0.18969	0.2464	0.17341	0.16054	0.16841	0.17117	0.15724								
3.130556	20.06.2023 19:10:08																								
3.133333	20.06.2023 19:10:18									0.19561	0.19172	0.24691	0.17493	0.16392	0.16713	0.1688	0.15786								
3.147222	20.06.2023 19:11:08																								
3.15	20.06.2023 19:11:18									0.19629	0.1915	0.24589	0.17319	0.16371	0.16756	0.16944	0.15848								
3.163889	20.06.2023 19:12:08																								
3.166667	20.06.2023 19:12:18									0.1995	0.1988	0.24869	0.17667	0.16562	0.16927	0.17268	0.16057								
3.180556	20.06.2023 19:13:08																								
3.183333	20.06.2023 19:13:18									0.20088	0.20087	0.24895	0.18107	0.16711	0.16905	0.17595	0.16308								
3.197222	20.06.2023 19:14:08																								
3.2	20.06.2023 19:14:18									0.20203	0.20412	0.24869	0.17887	0.16882	0.16969	0.17246	0.16519								
3.213889	20.06.2023 19:15:08																								
3.216667	20.06.2023 19:15:18									0.20203	0.20319	0.24921	0.17755	0.16689	0.17034	0.17377	0.16287								
3.230556	20.06.2023 19:16:08																								
3.233333	20.06.2023 19:16:18									0.20111	0.20552	0.24921	0.17624	0.17032	0.17012	0.17333	0.16392								
3.247222	20.06.2023 19:17:08																								
3.25	20.06.2023 19:17:18									0.19973	0.1988	0.24666	0.17646	0.16583	0.16948	0.17246	0.16266								
3.263889	20.06.2023 19:18:08																								
3.266667	20.06.2023 19:18:18									0.19973	0.19399	0.24793	0.17428	0.16625	0.16863	0.1716	0.15848								
3.280556	20.06.2023 19:19:08																								
3.283333	20.06.2023 19:19:18									0.19789	0.19422	0.24716	0.17449	0.16562	0.16777	0.17225	0.15786								
3.297222	20.06.2023 19:20:08																								
3.3	20.06.2023 19:20:18									0.19629	0.19172	0.24818	0.17319	0.16307	0.16799	0.17052	0.1562								
3.313889	20.06.2023 19:21:08																								
3.316667	20.06.2023 19:21:18									0.19881	0.18969	0.2464	0.17428	0.16371	0.17206	0.17377	0.1562								
3.330556	20.06.2023 19:22:08																								
3.333333	20.06.2023 19:22:18									0.19789	0.18902	0.24818	0.17449	0.17097	0.16735	0.16837	0.15682								
3.347222	20.06.2023 19:23:08																								
3.35	20.06.2023 19:23:18									0.19561	0.1915	0.24869	0.17406	0.16689	0.16777	0.17311	0.156								
3.363889	20.06.2023 19:24:08																								
3.366667	20.06.2023 19:24:18									0.19607	0.18902	0.24767	0.17319	0.16647	0.16841	0.16923	0.15662								
3.380556	20.06.2023 19:25:08																								
3.383333	20.06.2023 19:25:18									0.19767	0.18992	0.24666	0.17276	0.16519	0.16841	0.17009	0.15517								
3.397222	20.06.2023 19:26:08																								
3.4	20.06.2023 19:26:18									0.19904	0.19059	0.24767	0.17711	0.16732	0.16756	0.17009	0.1562								
3.413889	20.06.2023 19:27:08																								
3.416667	20.06.2023 19:27:18									0.19767	0.19059	0.24793	0.17471	0.16711	0.16927	0.17246	0.15786								
3.430556	20.06.2023 19:28:08																								
3.433333	20.06.2023 19:28:18									0.19858	0.18947	0.24793	0.17319	0.1654	0.16841	0.17117	0.15517								
3.447222	20.06.2023 19:29:08																								
3.45	20.06.2023 19:29:18									0.19789	0.18992	0.25049	0.17471	0.16775	0.16799	0.17225	0.15724								
3.463889	20.06.2023 19:30:08																								
3.466667	20.06.2023 19:30:18									0.19789	0.19059	0.24691	0.17406	0.16711	0.16884	0.17203	0.15579								
3.480556	20.06.2023 19:31:08																								
3.483333	20.06.2023 19:31:18									0.19698	0.19127	0.24767	0.17428	0.16604	0.16756	0.17203	0.15724								
3.497222	20.06.2023 19:32:08																								
3.5	20.06.2023 19:32:18									0.19835	0.19286	0.24895	0.17558	0.16711	0.16799	0.17377	0.15848								
3.513889	20.06.2023 19:33:08																								
3.516667	20.06.2023 19:33:18									0.19858	0.1924	0.24997	0.17536	0.16753	0.16927	0.17355	0.15703								
3.530556	20.06.2023 19:34:08																								
3.533333	20.06.2023 19:34:18									0.19927	0.19422	0.24844	0.17406	0.16775	0.16905	0.17507	0.15745								
3.547222	20.06.2023 19:35:08																								
3.55	20.06.2023 19:35:18									0.19904	0.19195	0.25023	0.17471	0.16818	0.16863	0.17203	0.15703								
3.563889	20.06.2023 19:36:08																								
3.566667	20.06.2023 19:36:18									0.19973	0.19218	0.24921	0.17471	0.16903	0.16991	0.17311	0.15724								
3.580556	20.06.2023 19:37:08																								
3.583333	20.06.2023 19:37:18									0.19881	0.19172	0.25049	0.17624	0.16604	0.16756	0.17246	0.156								
3.597222	20.06.2023 19:38:08																								
3.6	20.06.2023 19:38:18									0.19835	0.1915	0.251	0.17536	0.16925	0.16863	0.1716	0.1562								
3.613889	20.06.2023 19:39:08																								
3.616667	20.06.2023 19:39:18									0.19835	0.18924	0.25023	0.1758	0.16668	0.16756	0.17268	0.15703								
3.630556	20.06.2023 19:40:08																								
3.633333	20.06.2023 19:40:18									0.19812	0.18834	0.251	0.17536	0.16625	0.16777	0.17507	0.156								
3.647222	20.06.2023 19:41:08																								
3.65	20.06.2023 19:41:18									0.19927	0.18879	0.25049	0.17515	0.16818	0.16969	0.17311	0.15538								
3.663889	20.06.2023 19:42:08																								
3.666667	20.06.2023 19:42:18									0.19858	0.18722	0.251	0.17428	0.16711	0.16884	0.1742	0.15496								
3.680556	20.06.2023 19:43:08																								
3.683333	20.06.2023 19:43:18									0.19835	0.18677	0.24946	0.17406	0.16818	0.16905	0.17377	0.15476								
3.697222	20.06.2023 19:44:08																								
3.7	20.06.2023 19:44:18									0.20065	0.18924	0.251	0.17624	0.16818	0.16927	0.17551	0.15641								
3.713889	20.06.2023 19:45:08																								
3.716667	20.06.2023 19:45:18									0.20111	0.19559	0.25049	0.17711	0.17356	0.16948	0.17748	0.15848								
3.730556	20.06.2023 19:46:08																								
3.733333	20.06.2023 19:46:18									0.20389	0.19926	0.25383	0.17821	0.16882	0.17055	0.17682	0.16099								
3.747222	20.06.2023 19:47:08																								
3.75	20.06.2023 19:47:18									0.20389	0.20249	0.25358	0.17865	0.1701	0.17055	0.17879	0.16392								
3.763889	20.06.2023 19:48:08																								
3.766667	20.06.2023 19:48:18									0.20412	0.20482	0.25409	0.18019	0.17204	0.17184	0.1777	0.1654								
3.780556	20.06.2023 19:49:08																								
3.783333	20.06.2023 19:49:18									0.21067	0.20529	0.25409	0.17931	0.17248	0.17141	0.17879	0.1673								
3.797222	20.06.2023 19:50:08																								
3.8	20.06.2023 19:50:18									0.20692	0.20763	0.25409	0.18218	0.17334	0.17184	0.17968	0.16582								
3.813889	20.06.2023 19:51:08																								
3.816667	20.06.2023 19:51:18									0.20342	0.20226	0.25565	0.18019	0.17226	0.17077	0.17901	0.16245								
3.830556	20.06.2023 19:52:08																								
3.833333	20.06.2023 19:52:18									0.20435	0.19765	0.25229	0.17711	0.17118	0.16905	0.17726	0.16078								
3.847222	20.06.2023 19:53:08																								
3.85	20.06.2023 19:53:18									0.20296	0.19627	0.25306	0.17646	0.17097	0.17034	0.1777	0.15994								
3.863889	20.06.2023 19:54:08																								
3.866667	20.06.2023 19:54:18									0.20157	0.19422	0.25306	0.17624	0.17075	0.16969	0.17682	0.15973								
3.880556	20.06.2023 19:55:08																								
3.883333	20.06.2023 19:55:18									0.20088	0.19263	0.25229	0.17667	0.16989	0.16905	0.17529	0.15932								
3.897222	20.06.2023 19:56:08																								
3.9	20.06.2023 19:56:18									0.19973	0.19286	0.25229	0.17493	0.16989	0.16948	0.17616	0.15765								
3.913889	20.06.2023 19:57:08																								
3.916667	20.06.2023 19:57:18									0.20042	0.19286	0.25254	0.17646	0.1714	0.16991	0.17792	0.15911								
3.930556	20.06.2023 19:58:08																								
3.933333	20.06.2023 19:58:18									0.20088	0.19172	0.25203	0.17493	0.17075	0.17012	0.1766	0.15765								
3.947222	20.06.2023 19:59:08																								
3.95	20.06.2023 19:59:18									0.20134	0.18992	0.25383	0.17536	0.17183	0.16948	0.17682	0.15786								
3.963889	20.06.2023 20:00:08																								
3.966667	20.06.2023 20:00:18									0.20019	0.18969	0.25358	0.17777	0.17075	0.16969	0.17573	0.15745								
3.980556	20.06.2023 20:01:08																								
3.983333	20.06.2023 20:01:18									0.20273	0.19082	0.25332	0.17536	0.16882	0.16991	0.1766	0.15786								
3.997222	20.06.2023 20:02:08																								
4	20.06.2023 20:02:18									0.2025	0.18992	0.25229	0.17602	0.17118	0.16948	0.17595	0.15682								
4.013889	20.06.2023 20:03:08																								
4.016667	20.06.2023 20:03:18									0.19904	0.1924	0.25409	0.17689	0.17118	0.17055	0.1766	0.15682								
4.030556	20.06.2023 20:04:08																								
4.033333	20.06.2023 20:04:18									0.20273	0.19037	0.25383	0.17799	0.17118	0.16884	0.181	0.15869								
4.047222	20.06.2023 20:05:08																								
4.05	20.06.2023 20:05:18									0.2018	0.1915	0.25461	0.17667	0.1714	0.1712	0.17814	0.1589								
4.063889	20.06.2023 20:06:08																								
4.066667	20.06.2023 20:06:18									0.19973	0.19218	0.25487	0.17711	0.17118	0.16991	0.1777	0.15848								
4.080556	20.06.2023 20:07:08																								
4.083333	20.06.2023 20:07:18									0.20203	0.19377	0.25461	0.17558	0.17075	0.17098	0.1777	0.15765								
4.097222	20.06.2023 20:08:08																								
4.1	20.06.2023 20:08:18									0.20366	0.19286	0.25409	0.17689	0.17551	0.17141	0.17726	0.15994								
4.113889	20.06.2023 20:09:08																								
4.116667	20.06.2023 20:09:18									0.20412	0.19972	0.25617	0.17821	0.17334	0.17077	0.17923	0.1635								
4.130556	20.06.2023 20:10:08																								
4.133333	20.06.2023 20:10:18									0.20645	0.20529	0.25565	0.17931	0.1766	0.17163	0.18034	0.16794								
4.147222	20.06.2023 20:11:08																								
4.15	20.06.2023 20:11:18									0.20785	0.20599	0.25617	0.1824	0.17791	0.17249	0.18299	0.16498								
4.163889	20.06.2023 20:12:08																								
4.166667	20.06.2023 20:12:18									0.20668	0.20645	0.25747	0.18328	0.17529	0.17184	0.18144	0.16773								
4.180556	20.06.2023 20:13:08																								
4.183333	20.06.2023 20:13:18									0.20552	0.20599	0.25721	0.17909	0.17399	0.17206	0.18255	0.16519								
4.197222	20.06.2023 20:14:08																								
4.2	20.06.2023 20:14:18									0.20832	0.20575	0.25904	0.17997	0.17551	0.17249	0.18056	0.16667								
4.213889	20.06.2023 20:15:08																								
4.216667	20.06.2023 20:15:18									0.20528	0.20133	0.25695	0.17821	0.17573	0.17141	0.1799	0.16182								
4.230556	20.06.2023 20:16:08																								
4.233333	20.06.2023 20:16:18									0.20505	0.19605	0.25825	0.17799	0.17291	0.17098	0.181	0.16057								
4.247222	20.06.2023 20:17:08																								
4.25	20.06.2023 20:17:18									0.20227	0.1965	0.25773	0.17646	0.17312	0.17098	0.17946	0.15765								
4.263889	20.06.2023 20:18:08																								
4.266667	20.06.2023 20:18:18									0.20296	0.19445	0.25695	0.17646	0.1714	0.17034	0.17923	0.1589								
4.280556	20.06.2023 20:19:08																								
4.283333	20.06.2023 20:19:18									0.2018	0.19377	0.25591	0.17646	0.17486	0.17077	0.17923	0.15869								
4.297222	20.06.2023 20:20:08																								
4.3	20.06.2023 20:20:18									0.20227	0.19263	0.25747	0.17646	0.17616	0.16948	0.1777	0.15911								
4.313889	20.06.2023 20:21:08																								
4.316667	20.06.2023 20:21:18									0.20273	0.19331	0.25747	0.17711	0.17464	0.17034	0.17836	0.15807								
4.330556	20.06.2023 20:22:08																								
4.333333	20.06.2023 20:22:18									0.2025	0.1924	0.25617	0.17755	0.17312	0.16991	0.17858	0.15932								
4.347222	20.06.2023 20:23:08																								
4.35	20.06.2023 20:23:18									0.20458	0.19331	0.25747	0.17689	0.17356	0.17012	0.17946	0.15807								
4.363889	20.06.2023 20:24:08																								
4.366667	20.06.2023 20:24:18									0.20366	0.19308	0.25721	0.1758	0.17508	0.17055	0.18078	0.15828								
4.380556	20.06.2023 20:25:08																								
4.383333	20.06.2023 20:25:18									0.20203	0.19422	0.25565	0.17821	0.17551	0.17206	0.18012	0.15973								
4.397222	20.06.2023 20:26:08																								
4.4	20.06.2023 20:26:18									0.20505	0.19468	0.25695	0.17689	0.17464	0.17163	0.18366	0.16099								
4.413889	20.06.2023 20:27:08																								
4.416667	20.06.2023 20:27:18									0.20645	0.19949	0.25721	0.17799	0.17573	0.17163	0.18277	0.16308								
4.430556	20.06.2023 20:28:08																								
4.433333	20.06.2023 20:28:18									0.20762	0.20273	0.26113	0.18107	0.17638	0.17249	0.18344	0.16455								
4.447222	20.06.2023 20:29:08																								
4.45	20.06.2023 20:29:18									0.20482	0.20575	0.25851	0.17909	0.17769	0.17227	0.18299	0.1654								
4.463889	20.06.2023 20:30:08																								
4.466667	20.06.2023 20:30:18									0.20879	0.2081	0.25982	0.18041	0.17901	0.17313	0.18322	0.16646								
4.480556	20.06.2023 20:31:08																								
4.483333	20.06.2023 20:31:18									0.20973	0.20763	0.26008	0.18063	0.17508	0.17356	0.18455	0.16709								
4.497222	20.06.2023 20:32:08																								
4.5	20.06.2023 20:32:18									0.20598	0.20739	0.26219	0.18063	0.17923	0.17443	0.18366	0.16624								
4.513889	20.06.2023 20:33:08																								
4.516667	20.06.2023 20:33:18									0.21067	0.20786	0.26219	0.18173	0.1801	0.17292	0.18455	0.16667								
4.530556	20.06.2023 20:34:08																								
4.533333	20.06.2023 20:34:18									0.20856	0.20599	0.26166	0.17953	0.18275	0.17249	0.18567	0.16561								
4.533611	20.06.2023 20:34:19																								
4.547222	20.06.2023 20:35:08																								
4.55	20.06.2023 20:35:18									0.20645	0.19926	0.25877	0.17931	0.1801	0.17098	0.18299	0.16245								
